cont_title,dma,cont_recog_start_time,cont_recog_end_time,show_name,genre,overview
Yellowstone,Charlotte,11/16/22 0:03,11/16/22 0:08,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Washington DC (Hagrstwn),11/16/22 0:01,11/16/22 0:45,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Albany GA,11/16/22 0:00,11/16/22 0:13,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
The Five,San Francisco-Oak-San Jose,11/16/22 0:41,11/16/22 0:59,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Yellowstone,Norfolk-Portsmth-Newpt Nws,11/16/22 0:00,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Rockford,11/16/22 0:20,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Hartford & New Haven,11/16/22 0:00,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Lafayette LA,11/16/22 0:49,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Friends,Detroit,11/16/22 0:05,11/16/22 0:07,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
Yellowstone,Greensboro-H.Point-W.Salem,11/16/22 0:17,11/16/22 0:21,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Nashville,11/16/22 0:16,11/16/22 0:50,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
The Five,San Antonio,11/16/22 0:59,11/16/22 0:59,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Yellowstone,Charlotte,11/16/22 0:18,11/16/22 0:22,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Rochester NY,11/16/22 0:15,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Friends,San Francisco-Oak-San Jose,11/16/22 0:49,11/16/22 0:52,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
Friends,San Diego,11/16/22 0:00,11/16/22 0:30,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
The Five,Pittsburgh,11/16/22 0:37,11/16/22 0:37,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Friends,Atlanta,11/16/22 0:33,11/16/22 0:59,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
Yellowstone,Bangor,11/16/22 0:00,11/16/22 0:49,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Nashville,11/16/22 0:55,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Boston (Manchester),11/16/22 0:21,11/16/22 0:37,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Raleigh-Durham (Fayetvlle),11/16/22 0:35,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Friends,Detroit,11/16/22 0:47,11/16/22 0:48,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
Yellowstone,Salt Lake City,11/16/22 0:27,11/16/22 0:42,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Albany GA,11/16/22 0:14,11/16/22 0:14,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Friends,Dayton,11/16/22 0:35,11/16/22 0:39,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
Friends,Los Angeles,11/16/22 0:58,11/16/22 0:59,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
Yellowstone,Boston (Manchester),11/16/22 0:48,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
The Five,Dallas-Ft. Worth,11/16/22 0:00,11/16/22 0:23,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Yellowstone,Tri-Cities TN-VA,11/16/22 0:56,11/16/22 0:58,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Lake Charles,11/16/22 0:45,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Boston (Manchester),11/16/22 0:00,11/16/22 0:00,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Dallas-Ft. Worth,11/16/22 0:18,11/16/22 0:53,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Champaign&Sprngfld-Decatur,11/16/22 0:00,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Friends,Seattle-Tacoma,11/16/22 0:55,11/16/22 0:59,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
The Five,Atlanta,11/16/22 0:09,11/16/22 0:38,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Yellowstone,Davenport-R.Island-Moline,11/16/22 0:00,11/16/22 0:04,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
The White Lotus,Albany-Schenectady-Troy,11/16/22 0:48,11/16/22 0:59,The White Lotus,Animation,Follow the exploits of various guests and employees at an exclusive tropical resort over the span of a week as with each passing day a darker complexity emerges in these pictureperfect travelers the hotels cheerful employees and the idyllic locale itself
The White Lotus,Chicago,11/16/22 0:35,11/16/22 0:59,The White Lotus,Animation,Follow the exploits of various guests and employees at an exclusive tropical resort over the span of a week as with each passing day a darker complexity emerges in these pictureperfect travelers the hotels cheerful employees and the idyllic locale itself
Friends,Ft. Myers-Naples,11/16/22 0:59,11/16/22 0:59,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
Yellowstone,,11/16/22 0:00,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Rockford,11/16/22 0:00,11/16/22 0:48,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Friends,Dallas-Ft. Worth,11/16/22 0:00,11/16/22 0:00,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
Yellowstone,Lafayette LA,11/16/22 0:28,11/16/22 0:34,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Friends,Charlotte,11/16/22 0:01,11/16/22 0:01,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
The Five,,11/16/22 0:28,11/16/22 0:29,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
The Five,Atlanta,11/16/22 0:37,11/16/22 0:59,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Yellowstone,Dallas-Ft. Worth,11/16/22 0:53,11/16/22 0:53,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Friends,Indianapolis,11/16/22 0:00,11/16/22 0:18,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
Friends,Dallas-Ft. Worth,11/16/22 0:33,11/16/22 0:59,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
Yellowstone,Davenport-R.Island-Moline,11/16/22 0:11,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Friends,San Antonio,11/16/22 0:00,11/16/22 0:01,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
Yellowstone,New York,11/16/22 0:00,11/16/22 0:21,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
The Five,Tampa-St. Pete (Sarasota),11/16/22 0:32,11/16/22 0:48,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Yellowstone,Charleston SC,11/16/22 0:12,11/16/22 0:56,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
The Five,Evansville,11/16/22 0:19,11/16/22 0:21,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Friends,Seattle-Tacoma,11/16/22 0:33,11/16/22 0:42,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
Yellowstone,,11/16/22 0:00,11/16/22 0:14,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
The Five,Grand Rapids-Kalmzoo-B.Crk,11/16/22 0:33,11/16/22 0:41,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
The White Lotus,Chicago,11/16/22 0:23,11/16/22 0:34,The White Lotus,Animation,Follow the exploits of various guests and employees at an exclusive tropical resort over the span of a week as with each passing day a darker complexity emerges in these pictureperfect travelers the hotels cheerful employees and the idyllic locale itself
Yellowstone,Dallas-Ft. Worth,11/16/22 0:54,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Friends,Los Angeles,11/16/22 0:11,11/16/22 0:33,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
The Five,Shreveport,11/16/22 0:50,11/16/22 0:51,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Friends,San Antonio,11/16/22 0:03,11/16/22 0:30,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
Friends,Seattle-Tacoma,11/16/22 0:00,11/16/22 0:29,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
The White Lotus,Orlando-Daytona Bch-Melbrn,11/16/22 0:00,11/16/22 0:59,The White Lotus,Animation,Follow the exploits of various guests and employees at an exclusive tropical resort over the span of a week as with each passing day a darker complexity emerges in these pictureperfect travelers the hotels cheerful employees and the idyllic locale itself
Yellowstone,Albany-Schenectady-Troy,11/16/22 0:37,11/16/22 0:45,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Friends,Indianapolis,11/16/22 0:00,11/16/22 0:00,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
Friends,Charlotte,11/16/22 0:00,11/16/22 0:01,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
Yellowstone,Phoenix (Prescott),11/16/22 0:00,11/16/22 0:50,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Charleston SC,11/16/22 0:00,11/16/22 0:11,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
The Five,New York,11/16/22 0:20,11/16/22 0:23,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Yellowstone,Philadelphia,11/16/22 0:00,11/16/22 0:26,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
The Five,Phoenix (Prescott),11/16/22 0:00,11/16/22 0:08,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
The Five,San Diego,11/16/22 0:00,11/16/22 0:31,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Yellowstone,Chicago,11/16/22 0:00,11/16/22 0:28,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
The Five,Kansas City,11/16/22 0:09,11/16/22 0:38,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Yellowstone,Toledo,11/16/22 0:32,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Peoria-Bloomington,11/16/22 0:00,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Omaha,11/16/22 0:00,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Friends,Los Angeles,11/16/22 0:49,11/16/22 0:50,Friends,Drama,Six young people from New York City on their own and struggling to survive in the real world find the companionship comfort and support they get from each other to be the perfect antidote to the pressures of life
Yellowstone,Philadelphia,11/16/22 0:28,11/16/22 0:36,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Columbus OH,11/16/22 0:00,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
The Five,Tampa-St. Pete (Sarasota),11/16/22 0:15,11/16/22 0:24,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Yellowstone,Cleveland-Akron (Canton),11/16/22 0:00,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Tulsa,11/16/22 0:00,11/16/22 0:58,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
The Five,Los Angeles,11/16/22 0:00,11/16/22 0:00,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Yellowstone,Orlando-Daytona Bch-Melbrn,11/16/22 0:00,11/16/22 0:04,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
The Five,Tampa-St. Pete (Sarasota),11/16/22 0:50,11/16/22 0:50,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Yellowstone,Pittsburgh,11/16/22 0:30,11/16/22 0:38,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
The Five,San Francisco-Oak-San Jose,11/16/22 0:43,11/16/22 0:59,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Yellowstone,Pittsburgh,11/16/22 0:45,11/16/22 0:45,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
The Five,San Francisco-Oak-San Jose,11/16/22 0:00,11/16/22 0:18,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Yellowstone,Savannah,11/16/22 0:32,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Los Angeles,11/16/22 0:28,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
The Five,Los Angeles,11/16/22 0:54,11/16/22 0:59,The Five,News,the five is an american talk show on fox news channel featuring a rotating panel of contributors who discuss current political issues and pop culture the show premiered in july 2011 replacing the glenn beck program and airs on weekdays at 500 pm et with replays at 200 am et    on october 3 2011 after successful ratings and high popularity fox news announced that the five would become the permanent 5pm series as the program was previously announced to last only during the summer    the five is currently the secondmostwatched program in all of cable news in the united states placing only behind the oreilly factor
Yellowstone,Boston (Manchester),11/16/22 0:33,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Pittsburgh,11/16/22 0:13,11/16/22 0:21,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Wilkes Barre-Scranton-Hztn,11/16/22 0:00,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Philadelphia,11/16/22 0:26,11/16/22 0:26,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Dallas-Ft. Worth,11/16/22 0:01,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
Yellowstone,Charlotte,11/16/22 0:15,11/16/22 0:59,Yellowstone,Comedy,Follow the violent world of the Dutton family who controls the largest contiguous ranch in the United States Led by their patriarch John Dutton the family defends their property against constant attack by land developers an Indian reservation and Americas first National Park
